val.NO2.weV,val.NO2.cnc,val.NO2.aeV,val.NO2.weC,val.H2S.weV,val.H2S.cnc,val.H2S.aeV,val.H2S.weC,val.CO.weV,val.CO.cnc,val.CO.aeV,val.CO.weC,val.sht.hmd,val.sht.tmp,val.SO2.weV,val.SO2.cnc,val.SO2.aeV,val.SO2.weC,rec,tag
0.316255,27.7,0.309817,0.003966,0.234066,23.7,0.265692,0.002356,0.399506,728.3,0.257629,0.15495,51.3,21.0,0.266192,-5.6,0.269567,-0.010512,2018-12-11T10:03:41Z,scs-be2-2
0.31638,27.1,0.309942,0.003864,0.234816,24.5,0.266129,0.003502,0.399131,728.0,0.257941,0.154875,51.3,21.0,0.265629,5.7,0.266754,-0.00649,2018-12-11T10:03:51Z,scs-be2-2
0.316442,28.0,0.30988,0.00404,0.234316,24.1,0.266129,0.003002,0.399819,733.4,0.258566,0.156162,51.3,21.0,0.266129,-8.1,0.270067,-0.01139,2018-12-11T10:04:01Z,scs-be2-2
0.316317,27.4,0.30988,0.003915,0.234129,24.1,0.266379,0.003041,0.398194,724.6,0.258066,0.154057,51.3,21.0,0.266442,-2.9,0.269129,-0.009549,2018-12-11T10:04:11Z,scs-be2-2
0.316255,27.1,0.30988,0.003854,0.234691,25.5,0.267879,0.004991,0.397756,721.1,0.257691,0.153232,51.3,20.9,0.265817,12.6,0.265379,-0.004054,2018-12-11T10:04:21Z,scs-be2-2
0.316192,26.7,0.30988,0.00379,0.234254,25.1,0.267692,0.004353,0.399256,731.8,0.258754,0.15578,51.4,21.0,0.266442,7.4,0.266879,-0.005881,2018-12-11T10:04:31Z,scs-be2-2
0.316317,27.4,0.30988,0.003917,0.234316,25.5,0.268254,0.004956,0.398256,726.2,0.258441,0.154447,51.4,20.9,0.266129,6.0,0.267004,-0.006386,2018-12-11T10:04:41Z,scs-be2-2
0.316317,28.0,0.309817,0.004028,0.235004,26.4,0.268942,0.006234,0.398506,728.4,0.258691,0.15497,51.4,21.0,0.265629,4.0,0.267129,-0.007101,2018-12-11T10:04:51Z,scs-be2-2
0.316317,28.0,0.309817,0.00403,0.235066,25.9,0.268067,0.005536,0.398631,726.5,0.258129,0.154524,51.4,20.9,0.265879,5.6,0.266942,-0.006534,2018-12-11T10:05:01Z,scs-be2-2
0.316192,27.9,0.309755,0.004018,0.234941,25.4,0.267379,0.004788,0.399256,730.9,0.258566,0.155566,51.4,20.9,0.266004,4.8,0.267192,-0.006816,2018-12-11T10:05:11Z,scs-be2-2
0.316192,27.3,0.309817,0.003905,0.235316,26.5,0.268754,0.00641,0.398319,730.0,0.259316,0.155344,51.4,20.9,0.265817,7.1,0.266567,-0.005986,2018-12-11T10:05:21Z,scs-be2-2
0.316255,28.3,0.309755,0.004081,0.235629,26.5,0.268442,0.006439,0.397506,727.1,0.259441,0.154651,51.4,20.9,0.265692,3.3,0.267317,-0.007332,2018-12-11T10:05:31Z,scs-be2-2
0.316317,28.0,0.309817,0.00403,0.235379,25.6,0.267317,0.005169,0.397881,726.6,0.258941,0.154549,51.4,20.9,0.265942,2.6,0.267629,-0.00759,2018-12-11T10:05:41Z,scs-be2-2
0.316192,26.7,0.30988,0.003792,0.236066,26.1,0.267254,0.0058,0.397694,725.1,0.258754,0.154183,51.4,20.9,0.266442,3.2,0.267817,-0.007395,2018-12-11T10:05:51Z,scs-be2-2
0.316067,26.7,0.309817,0.00378,0.235129,24.9,0.266504,0.004182,0.397381,722.3,0.258379,0.153513,51.4,20.9,0.266442,3.5,0.267754,-0.007293,2018-12-11T10:06:01Z,scs-be2-2
0.316255,27.7,0.309817,0.003967,0.235379,25.2,0.266567,0.004489,0.397944,724.7,0.258379,0.154075,51.4,20.9,0.266379,-2.7,0.269067,-0.009491,2018-12-11T10:06:11Z,scs-be2-2
0.316192,27.9,0.309755,0.004018,0.235129,25.3,0.267004,0.004636,0.397131,725.0,0.259316,0.154157,51.4,20.9,0.266129,8.6,0.266442,-0.00547,2018-12-11T10:06:21Z,scs-be2-2
0.316255,28.3,0.309755,0.004081,0.234816,24.8,0.266692,0.00404,0.397569,728.1,0.259629,0.154893,51.4,20.9,0.265692,8.8,0.266129,-0.005399,2018-12-11T10:06:31Z,scs-be2-2
0.316192,25.6,0.310005,0.003566,0.234816,24.5,0.266192,0.003587,0.397631,728.1,0.259566,0.154895,51.4,20.9,0.265879,-8.7,0.270067,-0.011618,2018-12-11T10:06:41Z,scs-be2-2
0.316192,28.5,0.309692,0.004131,0.234191,23.6,0.265442,0.002282,0.395819,715.0,0.258191,0.151771,51.4,20.9,0.266129,-8.3,0.270129,-0.01147,2018-12-11T10:06:51Z,scs-be2-2
0.316255,28.2,0.309755,0.004079,0.234004,23.4,0.265379,0.002011,0.395881,712.9,0.257566,0.151265,51.4,21.0,0.266004,6.5,0.266817,-0.006217,2018-12-11T10:07:01Z,scs-be2-2
0.316067,27.9,0.309692,0.004006,0.234629,24.8,0.266817,0.003966,0.396881,718.2,0.257879,0.152536,51.5,20.9,0.265879,0.4,0.268067,-0.008364,2018-12-11T10:07:11Z,scs-be2-2
0.316255,27.7,0.309817,0.003967,0.233816,23.8,0.266129,0.00253,0.396444,717.9,0.258254,0.152456,51.5,20.9,0.266004,-0.1,0.268254,-0.008544,2018-12-11T10:07:21Z,scs-be2-2
0.31613,27.6,0.309755,0.003956,0.233504,23.3,0.265692,0.001821,0.396006,717.8,0.258691,0.152436,51.4,20.9,0.265879,5.6,0.266942,-0.006534,2018-12-11T10:07:31Z,scs-be2-2
0.315817,26.6,0.309692,0.003756,0.232941,22.7,0.265442,0.001032,0.394569,710.8,0.258441,0.15076,51.4,20.9,0.266254,2.1,0.267942,-0.007786,2018-12-11T10:07:41Z,scs-be2-2
0.316005,26.4,0.309817,0.003717,0.232941,22.4,0.264879,0.000522,0.394944,714.6,0.259004,0.151671,51.4,20.9,0.266192,5.3,0.267192,-0.006628,2018-12-11T10:07:51Z,scs-be2-2
0.316317,28.0,0.309817,0.00403,0.233879,23.5,0.265629,0.002139,0.393819,708.9,0.258754,0.150308,51.4,20.9,0.266067,3.8,0.267442,-0.00716,2018-12-11T10:08:01Z,scs-be2-2
0.31638,28.3,0.309817,0.004092,0.233754,24.0,0.266504,0.002807,0.392881,703.2,0.258316,0.148953,51.5,20.9,0.265942,-8.6,0.270067,-0.011556,2018-12-11T10:08:11Z,scs-be2-2
0.31638,27.7,0.30988,0.003979,0.233691,24.0,0.266629,0.002858,0.392631,701.9,0.258254,0.148643,51.5,20.9,0.266629,-5.2,0.269754,-0.01036,2018-12-11T10:08:21Z,scs-be2-2
0.31613,27.0,0.309817,0.003842,0.233504,24.4,0.267504,0.003464,0.392193,699.1,0.258004,0.147967,51.5,20.9,0.266379,3.0,0.267817,-0.007458,2018-12-11T10:08:31Z,scs-be2-2
0.316005,26.4,0.309817,0.003717,0.233316,23.5,0.266254,0.002143,0.390631,689.6,0.257254,0.145689,51.4,20.9,0.266192,8.2,0.266567,-0.005611,2018-12-11T10:08:41Z,scs-be2-2
0.316005,25.8,0.30988,0.003604,0.233816,23.7,0.266067,0.002473,0.390068,686.7,0.257129,0.145007,51.4,20.9,0.266254,-2.8,0.269004,-0.009515,2018-12-11T10:08:51Z,scs-be2-2
0.316067,26.7,0.309817,0.00378,0.233941,24.0,0.266317,0.002825,0.390756,693.1,0.258004,0.14653,51.4,20.9,0.266442,-2.3,0.269004,-0.009327,2018-12-11T10:09:01Z,scs-be2-2
0.316192,26.7,0.30988,0.003792,0.234066,24.6,0.267129,0.003686,0.391381,698.5,0.258691,0.147811,51.4,20.9,0.266254,-2.2,0.268879,-0.009311,2018-12-11T10:09:11Z,scs-be2-2
0.31613,26.4,0.30988,0.003729,0.234316,24.9,0.267379,0.004163,0.391943,701.3,0.258816,0.148492,51.5,20.9,0.265942,14.1,0.265129,-0.003522,2018-12-11T10:09:21Z,scs-be2-2
0.316255,27.7,0.309817,0.003967,0.234566,25.3,0.267754,0.004753,0.391568,699.0,0.258629,0.147938,51.5,20.9,0.266442,-0.3,0.268567,-0.008615,2018-12-11T10:09:31Z,scs-be2-2
0.316317,26.8,0.309942,0.003804,0.234254,25.4,0.268254,0.004894,0.390506,694.0,0.258504,0.146757,51.5,20.9,0.265817,-0.3,0.268192,-0.00863,2018-12-11T10:09:41Z,scs-be2-2
0.316192,27.3,0.309817,0.003905,0.234066,25.9,0.269129,0.005499,0.391381,696.7,0.258254,0.147393,51.5,20.9,0.265879,-1.9,0.268567,-0.009178,2018-12-11T10:09:51Z,scs-be2-2
0.315942,26.0,0.309817,0.003655,0.233941,24.9,0.267754,0.004128,0.390318,692.3,0.258254,0.146331,51.5,20.9,0.266254,-0.8,0.268567,-0.008803,2018-12-11T10:10:01Z,scs-be2-2
0.316192,27.9,0.309755,0.004018,0.234441,25.0,0.267442,0.004345,0.391443,697.7,0.258441,0.147635,51.5,20.9,0.265879,-1.9,0.268567,-0.009178,2018-12-11T10:10:11Z,scs-be2-2
0.316067,26.7,0.309817,0.00378,0.234379,25.2,0.267754,0.004566,0.391881,699.0,0.258316,0.147953,51.5,20.9,0.265817,2.8,0.267504,-0.007512,2018-12-11T10:10:21Z,scs-be2-2
0.31613,26.4,0.30988,0.003729,0.233754,23.8,0.266192,0.002524,0.390881,694.6,0.258254,0.146893,51.4,20.9,0.266004,-1.2,0.268504,-0.008951,2018-12-11T10:10:31Z,scs-be2-2
0.316192,26.2,0.309942,0.003679,0.233941,23.6,0.265754,0.002315,0.390631,695.8,0.258816,0.14718,51.5,20.9,0.265754,11.5,0.265567,-0.004422,2018-12-11T10:10:41Z,scs-be2-2
0.316317,28.0,0.309817,0.00403,0.234316,24.4,0.266629,0.003483,0.390943,698.4,0.259129,0.14779,51.4,20.9,0.265942,3.8,0.267379,-0.007183,2018-12-11T10:10:51Z,scs-be2-2
0.316067,26.7,0.309817,0.00378,0.233879,23.6,0.265817,0.002309,0.390568,698.8,0.259629,0.147892,51.5,20.9,0.266004,-5.8,0.269504,-0.010578,2018-12-11T10:11:01Z,scs-be2-2
0.31613,25.8,0.309942,0.003616,0.233879,23.3,0.265317,0.001856,0.390131,695.0,0.259129,0.146978,51.5,20.9,0.266254,8.4,0.266567,-0.005549,2018-12-11T10:11:11Z,scs-be2-2
0.31613,27.0,0.309817,0.003842,0.233504,23.0,0.265254,0.001424,0.389943,696.7,0.259754,0.147387,51.5,20.9,0.266254,-3.4,0.269129,-0.009718,2018-12-11T10:11:21Z,scs-be2-2
0.316005,28.1,0.30963,0.004057,0.233816,23.5,0.265692,0.002133,0.390318,699.0,0.259941,0.147941,51.5,20.9,0.266192,1.0,0.268129,-0.008153,2018-12-11T10:11:31Z,scs-be2-2
0.316192,26.7,0.30988,0.003792,0.233566,23.7,0.266317,0.00245,0.389256,692.6,0.259441,0.146401,51.5,20.9,0.266379,1.8,0.268067,-0.007864,2018-12-11T10:11:41Z,scs-be2-2
0.316192,27.3,0.309817,0.003905,0.233004,23.5,0.266567,0.002114,0.389068,687.3,0.258316,0.14514,51.5,20.9,0.265754,0.4,0.268004,-0.008388,2018-12-11T10:11:51Z,scs-be2-2
0.31613,27.0,0.309817,0.003842,0.233129,23.2,0.265942,0.001673,0.387881,680.3,0.257816,0.143476,51.5,20.9,0.266129,-8.0,0.270067,-0.011368,2018-12-11T10:12:01Z,scs-be2-2
0.316442,27.5,0.309942,0.003929,0.233629,23.8,0.266442,0.002626,0.386693,675.3,0.257816,0.142288,51.5,20.9,0.265817,6.0,0.266817,-0.006393,2018-12-11T10:12:11Z,scs-be2-2
0.316192,27.3,0.309817,0.003905,0.234129,24.9,0.267629,0.004202,0.386256,676.5,0.258566,0.142566,51.5,20.9,0.265754,11.5,0.265567,-0.004422,2018-12-11T10:12:21Z,scs-be2-2
0.31613,27.0,0.309817,0.003842,0.233191,24.8,0.268379,0.003945,0.386256,675.8,0.258379,0.142387,51.5,20.9,0.266254,4.1,0.267504,-0.007074,2018-12-11T10:12:31Z,scs-be2-2
0.31613,27.6,0.309755,0.003956,0.233254,24.7,0.268192,0.003837,0.385818,672.4,0.258004,0.141592,51.5,20.9,0.266192,3.3,0.267629,-0.00734,2018-12-11T10:12:41Z,scs-be2-2
0.316255,28.8,0.309692,0.004194,0.233629,24.6,0.267567,0.003646,0.386693,677.1,0.258254,0.142706,51.5,20.9,0.265817,3.4,0.267379,-0.007308,2018-12-11T10:12:51Z,scs-be2-2
0.316192,28.5,0.309692,0.004131,0.232816,24.2,0.267879,0.003116,0.386131,675.2,0.258379,0.142262,51.5,20.9,0.265817,-1.5,0.268442,-0.009037,2018-12-11T10:13:01Z,scs-be2-2
0.315942,29.0,0.309505,0.00422,0.232816,23.7,0.267129,0.002436,0.386506,677.6,0.258566,0.142816,51.5,20.9,0.266254,4.6,0.267379,-0.006871,2018-12-11T10:13:11Z,scs-be2-2
0.316067,27.9,0.309692,0.004006,0.232129,23.2,0.267129,0.001749,0.386068,675.7,0.258566,0.142379,51.5,20.9,0.266129,1.4,0.268004,-0.008013,2018-12-11T10:13:21Z,scs-be2-2
0.316192,27.9,0.309755,0.004018,0.231629,22.5,0.266567,0.000739,0.384318,662.4,0.257066,0.139198,51.5,20.9,0.266317,2.8,0.267817,-0.00752,2018-12-11T10:13:31Z,scs-be2-2
0.316192,27.3,0.309817,0.003905,0.231691,22.3,0.266129,0.000405,0.383818,662.6,0.257629,0.139234,51.5,20.9,0.265942,0.3,0.268129,-0.008403,2018-12-11T10:13:41Z,scs-be2-2
0.316067,27.3,0.309755,0.003893,0.231941,22.5,0.266129,0.000655,0.383631,663.5,0.258066,0.139464,51.5,20.9,0.266442,2.3,0.268004,-0.0077,2018-12-11T10:13:51Z,scs-be2-2
0.316005,26.4,0.309817,0.003717,0.232066,22.4,0.265879,0.000553,0.382193,656.3,0.257754,0.137729,51.5,20.9,0.266254,7.8,0.266692,-0.005752,2018-12-11T10:14:01Z,scs-be2-2
0.31613,26.4,0.30988,0.003729,0.232129,22.8,0.266379,0.001069,0.382256,653.5,0.257004,0.137076,51.5,20.9,0.266442,6.6,0.267067,-0.006175,2018-12-11T10:14:11Z,scs-be2-2
0.316005,27.5,0.309692,0.003944,0.232441,23.1,0.266567,0.001552,0.382881,658.4,0.257566,0.138237,51.5,20.9,0.266317,0.0,0.268442,-0.008537,2018-12-11T10:14:21Z,scs-be2-2
0.316192,28.5,0.309692,0.004131,0.232316,23.0,0.266504,0.00137,0.383068,659.9,0.257754,0.138604,51.5,20.9,0.265942,4.6,0.267192,-0.006878,2018-12-11T10:14:31Z,scs-be2-2
0.316067,27.3,0.309755,0.003893,0.232004,22.4,0.265942,0.000547,0.383693,665.3,0.258441,0.139884,51.5,20.9,0.265942,-1.7,0.268567,-0.009115,2018-12-11T10:14:41Z,scs-be2-2
0.316192,27.3,0.309817,0.003905,0.232129,22.7,0.266317,0.001012,0.382256,659.3,0.258441,0.138447,51.5,20.9,0.266254,-1.9,0.268817,-0.00921,2018-12-11T10:14:51Z,scs-be2-2
0.316067,26.7,0.309817,0.00378,0.232441,22.7,0.265942,0.000985,0.381256,656.6,0.258816,0.137805,51.5,20.9,0.266192,2.5,0.267817,-0.007645,2018-12-11T10:15:01Z,scs-be2-2
0.316067,27.3,0.309755,0.003893,0.232816,23.0,0.265942,0.00136,0.381193,657.6,0.259129,0.13804,51.5,20.9,0.266317,-5.5,0.269629,-0.010469,2018-12-11T10:15:11Z,scs-be2-2
0.316005,25.8,0.30988,0.003604,0.232566,23.2,0.266567,0.001677,0.380381,651.2,0.258379,0.136512,51.5,20.9,0.266067,-9.1,0.270254,-0.011736,2018-12-11T10:15:21Z,scs-be2-2
0.31588,26.3,0.309755,0.003706,0.232816,23.3,0.266442,0.001813,0.379693,644.8,0.257504,0.13499,51.5,20.9,0.266192,-0.7,0.268504,-0.008764,2018-12-11T10:15:31Z,scs-be2-2
0.316005,27.5,0.309692,0.003944,0.233004,23.6,0.266754,0.002284,0.379631,648.3,0.258441,0.135822,51.5,20.9,0.266129,7.2,0.266754,-0.005979,2018-12-11T10:15:41Z,scs-be2-2
0.316005,25.8,0.30988,0.003604,0.232566,23.5,0.267004,0.002073,0.380318,649.2,0.257941,0.136032,51.5,20.9,0.266692,10.5,0.266379,-0.004806,2018-12-11T10:15:51Z,scs-be2-2
0.315942,27.2,0.309692,0.003881,0.232879,23.7,0.267004,0.002386,0.380256,651.2,0.258504,0.136507,51.5,20.9,0.266317,16.0,0.264942,-0.002842,2018-12-11T10:16:01Z,scs-be2-2
0.315942,26.6,0.309755,0.003768,0.232754,23.6,0.267004,0.002261,0.380068,650.1,0.258441,0.136259,51.5,20.9,0.265879,11.9,0.265567,-0.004297,2018-12-11T10:16:11Z,scs-be2-2
0.315942,27.2,0.309692,0.003881,0.232129,22.4,0.265879,0.000616,0.380193,649.6,0.258191,0.136146,51.5,20.9,0.265754,-1.1,0.268317,-0.008896,2018-12-11T10:16:21Z,scs-be2-2
0.316067,27.3,0.309755,0.003893,0.232691,22.7,0.265754,0.001065,0.380131,650.4,0.258441,0.136322,51.5,20.9,0.266129,-9.2,0.270317,-0.011775,2018-12-11T10:16:31Z,scs-be2-2
0.31613,27.6,0.309755,0.003956,0.232504,22.9,0.266192,0.001274,0.380818,656.3,0.259191,0.137725,51.5,20.9,0.266067,0.7,0.268129,-0.008278,2018-12-11T10:16:41Z,scs-be2-2
0.316192,27.9,0.309755,0.004018,0.232191,23.0,0.266692,0.001415,0.380818,653.3,0.258441,0.137009,51.5,20.9,0.266067,-3.3,0.269004,-0.009702,2018-12-11T10:16:51Z,scs-be2-2
0.316067,27.3,0.309755,0.003893,0.232191,23.1,0.266879,0.001585,0.379006,647.4,0.258879,0.135614,51.5,20.9,0.266004,2.8,0.267629,-0.007527,2018-12-11T10:17:01Z,scs-be2-2
0.316192,27.9,0.309755,0.004018,0.232191,23.3,0.267192,0.001868,0.378818,642.6,0.257879,0.134473,51.6,20.9,0.266067,6.7,0.266817,-0.006143,2018-12-11T10:17:11Z,scs-be2-2
0.315942,28.4,0.309567,0.004107,0.232754,24.1,0.267754,0.00294,0.377693,635.9,0.257379,0.132871,51.6,20.9,0.266067,5.8,0.267004,-0.006448,2018-12-11T10:17:21Z,scs-be2-2
0.31588,27.5,0.30963,0.003932,0.233129,25.0,0.268817,0.004279,0.377756,640.4,0.258441,0.133947,51.5,20.9,0.266129,0.9,0.268129,-0.008216,2018-12-11T10:17:31Z,scs-be2-2
0.316005,26.4,0.309817,0.003717,0.232066,24.2,0.268754,0.003159,0.376381,631.5,0.257629,0.131797,51.6,20.9,0.266567,9.5,0.266504,-0.005135,2018-12-11T10:17:41Z,scs-be2-2
0.316067,26.1,0.30988,0.003667,0.230879,23.1,0.268317,0.001575,0.376506,629.5,0.257004,0.131325,51.5,20.9,0.265817,2.6,0.267567,-0.007613,2018-12-11T10:17:51Z,scs-be2-2
0.316192,26.2,0.309942,0.003679,0.229941,21.1,0.266254,-0.001232,0.376006,627.1,0.256941,0.130766,51.5,20.9,0.266379,-3.0,0.269129,-0.009593,2018-12-11T10:18:01Z,scs-be2-2
0.31613,25.8,0.309942,0.003616,0.230566,20.9,0.265129,-0.001627,0.376006,628.4,0.257254,0.131064,51.5,20.9,0.266129,1.1,0.268067,-0.008114,2018-12-11T10:18:11Z,scs-be2-2
0.315817,27.7,0.309567,0.003982,0.230754,21.5,0.266004,-0.000646,0.376193,630.7,0.257629,0.131609,51.5,20.9,0.266004,0.5,0.268129,-0.008341,2018-12-11T10:18:21Z,scs-be2-2
0.316005,27.0,0.309755,0.003831,0.230941,21.4,0.265504,-0.000912,0.377318,639.1,0.258566,0.133629,51.5,20.9,0.266004,3.4,0.267504,-0.007324,2018-12-11T10:18:31Z,scs-be2-2
0.316255,26.5,0.309942,0.003741,0.230316,20.3,0.264567,-0.002386,0.377131,637.8,0.258441,0.133322,51.5,20.9,0.266067,10.7,0.265942,-0.004719,2018-12-11T10:18:41Z,scs-be2-2
0.316192,26.2,0.309942,0.003679,0.230129,20.6,0.265129,-0.002064,0.377693,641.9,0.258879,0.134302,51.5,20.9,0.265879,7.9,0.266442,-0.00572,2018-12-11T10:18:51Z,scs-be2-2
0.316192,26.7,0.30988,0.003792,0.230504,20.8,0.265067,-0.001746,0.376193,633.2,0.258254,0.132205,51.5,20.9,0.266129,2.6,0.267754,-0.007606,2018-12-11T10:19:01Z,scs-be2-2
0.316192,27.9,0.309755,0.004018,0.230816,21.6,0.265942,-0.00064,0.375256,627.0,0.257691,0.130731,51.5,20.9,0.265692,-7.3,0.269629,-0.011094,2018-12-11T10:19:11Z,scs-be2-2
0.316317,28.0,0.309817,0.00403,0.231004,21.7,0.266004,-0.000396,0.374756,623.2,0.257254,0.129814,51.5,20.9,0.266567,0.9,0.268379,-0.008185,2018-12-11T10:19:21Z,scs-be2-2
0.316255,28.3,0.309755,0.004081,0.231129,21.4,0.265379,-0.000837,0.376131,629.4,0.257379,0.131308,51.5,20.9,0.266317,12.8,0.265629,-0.003961,2018-12-11T10:19:31Z,scs-be2-2
0.316192,27.9,0.309755,0.004018,0.230566,20.9,0.265192,-0.00157,0.376443,627.7,0.256629,0.130905,51.5,20.9,0.266129,-5.2,0.269442,-0.010351,2018-12-11T10:19:41Z,scs-be2-2
0.316067,27.9,0.309692,0.004006,0.230691,21.2,0.265567,-0.001105,0.374693,622.4,0.257129,0.129632,51.5,20.9,0.266067,5.5,0.267067,-0.00655,2018-12-11T10:19:51Z,scs-be2-2
0.316005,27.0,0.309755,0.003831,0.230379,20.8,0.265254,-0.001701,0.374693,621.4,0.256879,0.129394,51.5,20.9,0.265942,6.1,0.266879,-0.00637,2018-12-11T10:20:01Z,scs-be2-2
0.316067,26.7,0.309817,0.00378,0.230754,21.5,0.265879,-0.000759,0.375506,630.5,0.258316,0.131578,51.5,20.9,0.266192,-4.1,0.269254,-0.009984,2018-12-11T10:20:11Z,scs-be2-2
0.316067,24.9,0.310005,0.003441,0.230691,21.9,0.266567,-0.000198,0.375131,628.2,0.258129,0.131024,51.5,20.9,0.266192,12.5,0.265629,-0.004086,2018-12-11T10:20:21Z,scs-be2-2
0.316067,26.1,0.30988,0.003667,0.230629,20.9,0.265129,-0.001564,0.375818,629.6,0.257754,0.131353,51.5,20.9,0.266504,1.3,0.268254,-0.008044,2018-12-11T10:20:31Z,scs-be2-2
0.316067,26.7,0.309817,0.00378,0.231441,22.1,0.266067,9.8e-05,0.375068,625.2,0.257441,0.130305,51.6,20.9,0.266567,6.1,0.267254,-0.006355,2018-12-11T10:20:41Z,scs-be2-2
0.316005,27.0,0.309755,0.003831,0.231629,22.9,0.267129,0.001249,0.376256,631.2,0.257691,0.131731,51.6,20.9,0.265817,-3.5,0.268879,-0.009749,2018-12-11T10:20:51Z,scs-be2-2
0.315942,27.2,0.309692,0.003881,0.231004,22.0,0.266504,5.7e-05,0.376631,635.0,0.258254,0.132643,51.6,20.9,0.265817,4.0,0.267254,-0.007105,2018-12-11T10:21:01Z,scs-be2-2
0.316067,26.1,0.30988,0.003667,0.230629,21.7,0.266379,-0.000431,0.376568,635.7,0.258504,0.132819,51.6,20.9,0.265817,1.1,0.267879,-0.008122,2018-12-11T10:21:11Z,scs-be2-2
0.31588,25.1,0.30988,0.003479,0.229879,21.2,0.266379,-0.001181,0.376381,633.7,0.258191,0.132333,51.5,20.9,0.266004,-10.7,0.270567,-0.012307,2018-12-11T10:21:21Z,scs-be2-2
0.31613,25.8,0.309942,0.003616,0.229441,20.8,0.266317,-0.001675,0.374943,628.2,0.258316,0.131015,51.5,20.9,0.265629,-6.3,0.269379,-0.01075,2018-12-11T10:21:31Z,scs-be2-2
0.31613,25.8,0.309942,0.003616,0.229191,20.4,0.265879,-0.002322,0.374443,626.8,0.258504,0.130694,51.6,20.9,0.266379,9.0,0.266504,-0.005322,2018-12-11T10:21:41Z,scs-be2-2
0.316005,25.2,0.309942,0.003491,0.228816,19.6,0.265129,-0.003377,0.373006,616.8,0.257504,0.128302,51.5,20.9,0.266067,5.8,0.267004,-0.006448,2018-12-11T10:21:51Z,scs-be2-2
0.31613,25.2,0.310005,0.003503,0.228753,19.1,0.264317,-0.004176,0.373693,622.5,0.258191,0.129646,51.5,20.9,0.266692,5.6,0.267442,-0.006535,2018-12-11T10:22:01Z,scs-be2-2
0.316192,25.0,0.310067,0.003451,0.228753,19.4,0.264942,-0.003635,0.373693,619.3,0.257379,0.128897,51.5,21.0,0.266567,6.9,0.267067,-0.006062,2018-12-11T10:22:11Z,scs-be2-2
0.316005,25.8,0.30988,0.003604,0.228441,19.0,0.264504,-0.004318,0.371881,610.1,0.257004,0.1267,51.5,20.9,0.266504,-0.7,0.268692,-0.008756,2018-12-11T10:22:21Z,scs-be2-2
0.316255,27.1,0.30988,0.003854,0.228253,19.2,0.265004,-0.004052,0.370693,605.4,0.257066,0.125573,51.5,20.9,0.265942,-0.2,0.268254,-0.008607,2018-12-11T10:22:31Z,scs-be2-2
0.31613,26.4,0.30988,0.003729,0.228066,18.8,0.264629,-0.00458,0.370506,605.4,0.257254,0.125564,51.5,20.9,0.265754,17.3,0.264317,-0.002388,2018-12-11T10:22:41Z,scs-be2-2
0.31613,25.2,0.310005,0.003503,0.227753,18.3,0.264192,-0.005289,0.370568,604.9,0.257066,0.125448,51.5,20.9,0.266192,0.2,0.268317,-0.008459,2018-12-11T10:22:51Z,scs-be2-2
0.316067,24.9,0.310005,0.003441,0.228253,18.4,0.263879,-0.005072,0.370068,603.3,0.257191,0.125067,51.5,20.9,0.265942,0.3,0.268129,-0.008403,2018-12-11T10:23:01Z,scs-be2-2
0.316005,24.6,0.310005,0.003378,0.228253,17.9,0.263067,-0.005809,0.369881,603.3,0.257379,0.125058,51.5,20.9,0.266129,1.7,0.267942,-0.007911,2018-12-11T10:23:11Z,scs-be2-2
0.316067,24.9,0.310005,0.003441,0.228878,19.2,0.264317,-0.004051,0.368943,599.8,0.257504,0.12424,51.5,20.9,0.266192,2.5,0.267817,-0.007645,2018-12-11T10:23:21Z,scs-be2-2
0.315942,26.6,0.309755,0.003768,0.228878,20.0,0.265629,-0.002861,0.369193,601.9,0.257754,0.124728,51.5,20.9,0.265692,3.6,0.267254,-0.00723,2018-12-11T10:23:31Z,scs-be2-2
0.315817,25.4,0.309817,0.00353,0.228378,19.3,0.265067,-0.003871,0.369443,603.2,0.257816,0.125038,51.5,20.9,0.266192,6.2,0.267004,-0.006323,2018-12-11T10:23:41Z,scs-be2-2
0.315942,26.0,0.309817,0.003655,0.228441,19.3,0.265067,-0.003808,0.369756,606.0,0.258191,0.125708,51.5,20.9,0.266442,9.5,0.266442,-0.005158,2018-12-11T10:23:51Z,scs-be2-2
0.316255,25.3,0.310067,0.003513,0.227253,18.0,0.264379,-0.005644,0.367693,594.2,0.257379,0.122897,51.5,21.0,0.265629,3.1,0.267317,-0.007407,2018-12-11T10:24:01Z,scs-be2-2
0.31588,26.3,0.309755,0.003704,0.227066,17.6,0.263817,-0.00634,0.366568,585.7,0.256441,0.120872,51.5,21.0,0.265817,6.2,0.266754,-0.006303,2018-12-11T10:24:11Z,scs-be2-2
0.31588,25.1,0.30988,0.003478,0.227191,17.7,0.263879,-0.006158,0.366756,589.8,0.257254,0.121839,51.5,21.0,0.265879,5.3,0.267004,-0.006648,2018-12-11T10:24:21Z,scs-be2-2
0.316005,25.2,0.309942,0.003489,0.226816,17.9,0.264629,-0.005855,0.367631,595.0,0.257629,0.123074,51.5,21.0,0.266379,-6.5,0.269879,-0.010834,2018-12-11T10:24:31Z,scs-be2-2
0.31613,25.2,0.310005,0.003501,0.226378,17.4,0.264379,-0.006519,0.368193,594.8,0.257004,0.123037,51.5,21.0,0.265817,12.6,0.265379,-0.004061,2018-12-11T10:24:41Z,scs-be2-2
